M_TIMESTAMP,S_original,BU_original,missing
2026-01-01 23:15:00+00:00,60.211760632703225,56.69923704925491,0
2026-01-01 23:30:00+00:00,66.467785394824,63.92558836613438,0
2026-01-01 23:45:00+00:00,61.94816345988856,52.38086771408736,0
2026-01-02 00:00:00+00:00,63.43507383778954,64.40481526734403,0
2026-01-02 00:15:00+00:00,56.7797368354449,55.27465970643759,0
2026-01-02 00:30:00+00:00,51.75626813273082,47.58127760490515,0
2026-01-02 00:45:00+00:00,56.637594047106674,56.179462052475365,0
2026-01-02 01:00:00+00:00,67.30012828390721,62.818007526735826,0
2026-01-02 01:15:00+00:00,68.93273766616554,63.99470854334041,0
2026-01-02 01:30:00+00:00,48.5227083917447,45.64732216455858,0
2026-01-02 01:45:00+00:00,48.269008562046814,47.30591395029613,0
2026-01-02 02:00:00+00:00,52.705273948187504,49.338069688217004,0
2026-01-02 02:15:00+00:00,52.48236200002088,47.634324130588595,0
2026-01-02 02:30:00+00:00,50.47671058048183,52.01984832915608,0
2026-01-02 02:45:00+00:00,52.57700957850589,50.168845657248404,0
2026-01-02 03:00:00+00:00,48.84943982686809,47.303869550924425,0
2026-01-02 03:15:00+00:00,52.175599758113144,53.09718926380991,0
2026-01-02 03:30:00+00:00,51.73187211940398,48.914394135448056,0
2026-01-02 03:45:00+00:00,51.832644339866576,48.09891638999741,0
2026-01-02 04:00:00+00:00,51.94475590178928,51.07288408636386,0
2026-01-02 04:15:00+00:00,54.504121942545105,49.16935208193791,0
2026-01-02 04:30:00+00:00,53.010135141726586,50.822508578641084,0
2026-01-02 04:45:00+00:00,52.92683966560189,49.66738571931296,0
2026-01-02 05:00:00+00:00,54.574684401113956,54.19776742097666,0
2026-01-02 05:15:00+00:00,54.1475934212388,54.38259931149663,0
2026-01-02 05:30:00+00:00,54.52112066409226,53.841900260140136,0
2026-01-02 05:45:00+00:00,57.65663026866213,51.79651435658111,0
2026-01-02 06:00:00+00:00,244.9481362049983,234.3433280686628,0
2026-01-02 06:15:00+00:00,246.05404189901748,225.331208510755,0
2026-01-02 06:30:00+00:00,239.8491017094988,229.8288336086523,0
2026-01-02 06:45:00+00:00,247.26543735586077,212.01737825399866,0
2026-01-02 07:00:00+00:00,246.80968131304857,225.03837305054373,0
2026-01-02 07:15:00+00:00,269.72672883780024,265.3063649833412,0
2026-01-02 07:30:00+00:00,253.48123051334593,246.47170645980165,0
2026-01-02 07:45:00+00:00,269.52534837726506,250.5675987287772,0
2026-01-02 08:00:00+00:00,267.04739939000194,251.81979938410353,0
2026-01-02 08:15:00+00:00,259.371076663198,238.874639090502,0
2026-01-02 08:30:00+00:00,241.2328455587397,234.63074795331764,0
2026-01-02 08:45:00+00:00,263.4218312600994,249.54950456939943,0
2026-01-02 09:00:00+00:00,255.33424498093277,255.44939861448634,0
2026-01-02 09:15:00+00:00,251.91191158634933,239.36941995911133,0
2026-01-02 09:30:00+00:00,257.33002679696887,244.24252379910376,0
2026-01-02 09:45:00+00:00,249.24097781084623,229.25059235431394,0
2026-01-02 10:00:00+00:00,243.82936798871768,233.55159916279368,0
2026-01-02 10:15:00+00:00,239.35987448973748,231.4735554604862,0
2026-01-02 10:30:00+00:00,245.98334892077347,233.2926385129898,0
2026-01-02 10:45:00+00:00,234.53371034858566,221.91036463615686,0
2026-01-02 11:00:00+00:00,232.494771755505,228.73352683440783,0
2026-01-02 11:15:00+00:00,240.90283128092045,240.8286607095961,0
2026-01-02 11:30:00+00:00,243.5665297284082,236.33764412354483,0
2026-01-02 11:45:00+00:00,319.93781302905404,238.22342375901178,0
2026-01-02 12:00:00+00:00,241.79216630917776,237.5946353149182,0
2026-01-02 12:15:00+00:00,245.1344398703477,242.9936705496823,0
2026-01-02 12:30:00+00:00,237.08992052302546,221.31728175887153,0
2026-01-02 12:45:00+00:00,230.76185387936619,222.30652268247678,0
2026-01-02 13:00:00+00:00,216.25053883660766,205.41173911532724,0
2026-01-02 13:15:00+00:00,227.9096697794079,218.35392445487048,0
2026-01-02 13:30:00+00:00,227.48188180305323,224.26531116353786,0
2026-01-02 13:45:00+00:00,229.7514787242624,219.44635522803776,0
2026-01-02 14:00:00+00:00,216.4974962979475,212.96116378012283,0
2026-01-02 14:15:00+00:00,235.48844025516908,220.86300110538446,0
2026-01-02 14:30:00+00:00,226.7227462276709,224.42791651206045,0
2026-01-02 14:45:00+00:00,210.68810472212718,208.63263166913848,0
2026-01-02 15:00:00+00:00,230.7189646890217,225.15114264205923,0
2026-01-02 15:15:00+00:00,208.42314533739244,204.63124631622975,0
2026-01-02 15:30:00+00:00,228.69154814792935,224.83697971738212,0
2026-01-02 15:45:00+00:00,228.14020442339378,212.59511004967527,0
2026-01-02 16:00:00+00:00,213.0816349319981,207.26032818544522,0
2026-01-02 16:15:00+00:00,234.82298188580782,224.6599714773342,0
2026-01-02 16:30:00+00:00,220.36434269090051,203.33221194180098,0
2026-01-02 16:45:00+00:00,224.21418099647525,222.94724669624705,0
2026-01-02 17:00:00+00:00,227.93508978611248,207.12954101209337,0
2026-01-02 17:15:00+00:00,229.05941163382195,220.46996929201663,0
2026-01-02 17:30:00+00:00,208.492689656641,205.44026941230985,0
2026-01-02 17:45:00+00:00,226.3437197243834,209.47071425712087,0
2026-01-02 18:00:00+00:00,236.87173338149645,227.89768614716647,0
2026-01-02 18:15:00+00:00,231.7821488973554,222.04264935812935,0
2026-01-02 18:30:00+00:00,221.98829056766985,208.0897320856078,0
2026-01-02 18:45:00+00:00,216.7597540482629,216.2365106221501,0
2026-01-02 19:00:00+00:00,214.06168444613135,202.90774259750202,0
2026-01-02 19:15:00+00:00,213.85611544572384,223.40616431780273,0
2026-01-02 19:30:00+00:00,221.1362428179435,214.9720071030952,0
2026-01-02 19:45:00+00:00,222.47438928129253,203.95443401120664,0
2026-01-02 20:00:00+00:00,209.13385279754377,194.8936009142831,0
2026-01-02 20:15:00+00:00,214.03252300146315,213.84363579331955,0
2026-01-02 20:30:00+00:00,222.72037628251493,210.48073404425602,0
2026-01-02 20:45:00+00:00,212.6586251205283,193.3553983585236,0
2026-01-02 21:00:00+00:00,201.56773342661955,198.58905440396762,0
2026-01-02 21:15:00+00:00,199.52826718721252,189.67670816179705,0
2026-01-02 21:30:00+00:00,211.56514113796604,207.7329174187977,0
2026-01-02 21:45:00+00:00,206.907499754236,205.07625877307757,0
2026-01-02 22:00:00+00:00,57.89627674254915,58.071907105665105,0
2026-01-02 22:15:00+00:00,56.22083868652222,58.48469965949768,0
2026-01-02 22:30:00+00:00,59.47215950359674,53.65708179930599,0
2026-01-02 22:45:00+00:00,48.505491915847976,45.12291853711351,0
2026-01-02 23:00:00+00:00,51.575920243703884,50.07018283660933,0
2026-01-02 23:15:00+00:00,62.12004123555772,65.0470202654248,0
2026-01-02 23:30:00+00:00,64.04723978119692,66.63538780174639,0
2026-01-02 23:45:00+00:00,51.527454044566504,51.58179872772533,0
2026-01-03 00:00:00+00:00,31.324875720125636,29.95204451910676,0
2026-01-03 00:15:00+00:00,33.51103375613603,31.979534133085444,0
2026-01-03 00:30:00+00:00,33.39424471434491,31.141982870901774,0
2026-01-03 00:45:00+00:00,45.58372447531077,43.083975818872254,0
2026-01-03 01:00:00+00:00,34.95395256486225,36.0305720590608,0
2026-01-03 01:15:00+00:00,39.62936619664156,37.550229652359185,0
2026-01-03 01:30:00+00:00,31.94541637320924,30.44948984415629,0
2026-01-03 01:45:00+00:00,32.41303983385349,31.97017558237243,0
2026-01-03 02:00:00+00:00,33.41110735839533,30.075592922433216,0
2026-01-03 02:15:00+00:00,31.552792041561993,30.68339256994604,0
2026-01-03 02:30:00+00:00,32.725443730845015,30.484308214974185,0
2026-01-03 02:45:00+00:00,31.97207614529973,30.8517249911347,0
2026-01-03 03:00:00+00:00,33.93861539304723,32.07044345568105,0
2026-01-03 03:15:00+00:00,32.98742493544156,31.37853337750026,0
2026-01-03 03:30:00+00:00,34.60397295002836,33.91799059521126,0
2026-01-03 03:45:00+00:00,34.68822286100558,33.57933504891404,0
2026-01-03 04:00:00+00:00,33.64594303925788,31.842176753254282,0
2026-01-03 04:15:00+00:00,34.434723108227516,33.59473006072872,0
2026-01-03 04:30:00+00:00,35.5382803759804,32.58999384429838,0
2026-01-03 04:45:00+00:00,37.73405455930404,37.69184699304445,0
2026-01-03 05:00:00+00:00,35.19373249614617,34.53824226994564,0
2026-01-03 05:15:00+00:00,37.406210782665426,35.22679687655797,0
2026-01-03 05:30:00+00:00,36.49421294298561,34.58733349250027,0
2026-01-03 05:45:00+00:00,38.496258511793386,37.00186109587706,0
2026-01-03 06:00:00+00:00,151.14351343384578,158.60660513970652,0
2026-01-03 06:15:00+00:00,159.72115032041953,154.89708807673546,0
2026-01-03 06:30:00+00:00,163.11718682717907,153.0637147885299,0
2026-01-03 06:45:00+00:00,164.59971114266492,164.41459669241917,0
2026-01-03 07:00:00+00:00,175.59713414405073,166.71095296064018,0
2026-01-03 07:15:00+00:00,165.09150900174188,160.204790533994,0
2026-01-03 07:30:00+00:00,165.29932498624026,153.15854634511734,0
2026-01-03 07:45:00+00:00,162.74925426062097,162.4671857115811,0
2026-01-03 08:00:00+00:00,151.55754723307723,145.437782399394,0
2026-01-03 08:15:00+00:00,159.74649627242914,160.25481366650064,0
2026-01-03 08:30:00+00:00,163.71392109191612,151.20068111696366,0
2026-01-03 08:45:00+00:00,155.53142726803503,148.13931479742962,0
2026-01-03 09:00:00+00:00,159.01658972865266,160.7414325432671,0
2026-01-03 09:15:00+00:00,149.94694161358507,144.7270287977693,0
2026-01-03 09:30:00+00:00,156.96404509677973,164.78036683167423,0
2026-01-03 09:45:00+00:00,152.52783147926846,145.55788310717685,0
2026-01-03 10:00:00+00:00,145.45947887356894,139.22526683116374,0
2026-01-03 10:15:00+00:00,144.9346559283428,150.31915968427526,0
2026-01-03 10:30:00+00:00,147.82121689082547,136.00344933124495,0
2026-01-03 10:45:00+00:00,150.51192555233186,136.2145968189676,0
2026-01-03 11:00:00+00:00,135.50514124809496,128.29931403214889,0
2026-01-03 11:15:00+00:00,136.45197204340687,137.97567147003605,0
2026-01-03 11:30:00+00:00,143.5810067887374,130.53627679001784,0
2026-01-03 11:45:00+00:00,140.53462676347417,135.74458889371797,0
2026-01-03 12:00:00+00:00,183.07363288954514,138.43076414629263,0
2026-01-03 12:15:00+00:00,180.76712256894552,143.66238568418507,0
2026-01-03 12:30:00+00:00,183.95801994678772,144.46720840343693,0
2026-01-03 12:45:00+00:00,188.5738038367339,141.13231644387744,0
2026-01-03 13:00:00+00:00,178.4045349092698,138.74709536878686,0
2026-01-03 13:15:00+00:00,179.25554953577137,136.39732548632526,0
2026-01-03 13:30:00+00:00,188.18020266069843,136.99471674786642,0
2026-01-03 13:45:00+00:00,167.55521520099416,118.92752736501237,0
2026-01-03 14:00:00+00:00,178.23974609169,130.7406644272449,0
2026-01-03 14:15:00+00:00,182.56509978031062,134.79177321016846,0
2026-01-03 14:30:00+00:00,182.57211229453415,134.77969869437428,0
2026-01-03 14:45:00+00:00,174.67273781618525,119.74555571265455,0
2026-01-03 15:00:00+00:00,167.24682403568497,124.06527590612754,0
2026-01-03 15:15:00+00:00,186.11252778485738,138.39913455644685,0
2026-01-03 15:30:00+00:00,179.37564487647498,134.6293529743413,0
2026-01-03 15:45:00+00:00,168.83331671432424,134.169540448731,0
2026-01-03 16:00:00+00:00,183.39611830751565,136.20865848622293,0
2026-01-03 16:15:00+00:00,189.3586654968637,136.63879184671697,0
2026-01-03 16:30:00+00:00,193.6285900109659,133.79218664841255,0
2026-01-03 16:45:00+00:00,192.51833732437183,147.10741701537583,0
2026-01-03 17:00:00+00:00,189.5219089406152,136.82355236962528,0
2026-01-03 17:15:00+00:00,197.5159041414213,148.99504432442095,0
2026-01-03 17:30:00+00:00,189.14354618761996,149.35036849825684,0
2026-01-03 17:45:00+00:00,189.61170936218994,132.12468634465503,0
2026-01-03 18:00:00+00:00,199.0054765092775,148.1782169926252,0
2026-01-03 18:15:00+00:00,195.40934362344734,150.77350305143025,0
2026-01-03 18:30:00+00:00,191.47725557967803,149.09987459375353,0
2026-01-03 18:45:00+00:00,183.99385369229336,127.55930133149496,0
2026-01-03 19:00:00+00:00,182.2399231399133,131.87836722642024,0
2026-01-03 19:15:00+00:00,188.3079124042617,132.9534448175498,0
2026-01-03 19:30:00+00:00,184.63839887859842,139.25528820259044,0
2026-01-03 19:45:00+00:00,184.3069535878438,140.3971953390269,0
2026-01-03 20:00:00+00:00,182.97964938253884,123.37985060519259,0
2026-01-03 20:15:00+00:00,174.99352930438647,129.34574397522567,0
2026-01-03 20:30:00+00:00,176.85399395802165,135.22229995547454,0
2026-01-03 20:45:00+00:00,191.44090407302826,140.16801121768682,0
2026-01-03 21:00:00+00:00,179.1655662143632,134.75453766141447,0
2026-01-03 21:15:00+00:00,181.7956107644044,134.2532997680585,0
2026-01-03 21:30:00+00:00,175.86355744586973,126.74129795753348,0
2026-01-03 21:45:00+00:00,178.50998865716338,131.54606326678427,0
2026-01-03 22:00:00+00:00,58.49184818733152,43.65018280234051,0
2026-01-03 22:15:00+00:00,44.748281135024754,34.40334373619723,0
2026-01-03 22:30:00+00:00,52.42013631894685,40.17593079014901,0
2026-01-03 22:45:00+00:00,65.7743890672655,49.455409061614525,0
2026-01-03 23:00:00+00:00,46.69206999194997,36.097669195472584,0
2026-01-03 23:15:00+00:00,73.89588534793532,52.8993016991569,0
2026-01-03 23:30:00+00:00,51.06447638606471,35.881050107591754,0
2026-01-03 23:45:00+00:00,65.01388714332062,49.258855048359656,0
2026-01-04 00:00:00+00:00,65.25997153762813,49.08486690608666,0
2026-01-04 00:15:00+00:00,40.251175882401085,30.969569220832255,0
2026-01-04 00:30:00+00:00,55.65455115790973,39.28651199261479,0
2026-01-04 00:45:00+00:00,60.40267325178567,47.58780378199858,0
2026-01-04 01:00:00+00:00,66.0695226260266,50.64541253589886,0
2026-01-04 01:15:00+00:00,55.125754982770616,40.18257995236965,0
2026-01-04 01:30:00+00:00,41.5948841718571,29.9865774995111,0
2026-01-04 01:45:00+00:00,42.74921527136837,32.905813658647816,0
2026-01-04 02:00:00+00:00,42.60247609795837,30.43888031520322,0
2026-01-04 02:15:00+00:00,43.7395843513318,35.35744165207122,0
2026-01-04 02:30:00+00:00,44.74256327231888,32.92096629535531,0
2026-01-04 02:45:00+00:00,44.85556003627131,35.58695871834094,0
2026-01-04 03:00:00+00:00,43.88007967214666,32.26634048244284,0
2026-01-04 03:15:00+00:00,45.830995947493356,36.303426452317346,0
2026-01-04 03:30:00+00:00,34.43132505840044,32.249625958749476,0
2026-01-04 03:45:00+00:00,34.76413172904136,34.086112397975874,0
2026-01-04 04:00:00+00:00,35.22272125446938,34.733117432553456,0
2026-01-04 04:15:00+00:00,35.67636160296534,35.19479669908173,0
2026-01-04 04:30:00+00:00,34.56079642983781,35.26497937149674,0
2026-01-04 04:45:00+00:00,34.781260375833114,33.134989233850106,0
2026-01-04 05:00:00+00:00,37.09296859371789,35.574520212109036,0
2026-01-04 05:15:00+00:00,36.22369806721652,37.16522353632356,0
2026-01-04 05:30:00+00:00,38.52964788336105,36.75655884772252,0
2026-01-04 05:45:00+00:00,39.65477794298934,39.14566399015662,0
2026-01-04 06:00:00+00:00,161.48953238499791,150.20245008869597,0
2026-01-04 06:15:00+00:00,157.8273696442633,154.1435801551262,0
2026-01-04 06:30:00+00:00,170.1726187116198,163.15113024230558,0
2026-01-04 06:45:00+00:00,170.8032462336634,159.01307139017132,0
2026-01-04 07:00:00+00:00,174.33793938453616,167.20479491026984,0
2026-01-04 07:15:00+00:00,169.5757445787741,163.58708098923498,0
2026-01-04 07:30:00+00:00,169.4077808279294,163.14780644096845,0
2026-01-04 07:45:00+00:00,167.05099215254694,170.54559193706345,0
2026-01-04 08:00:00+00:00,165.56025365176663,168.39209785550767,0
2026-01-04 08:15:00+00:00,174.4706672876174,169.56224702966207,0
2026-01-04 08:30:00+00:00,166.85908047834718,154.31565859916307,0
2026-01-04 08:45:00+00:00,163.09418074139163,152.01206487386744,0
2026-01-04 09:00:00+00:00,167.01593105741495,169.90322202452953,0
2026-01-04 09:15:00+00:00,161.33251309645482,148.39508324221316,0
2026-01-04 09:30:00+00:00,158.5533658212445,153.20236389013354,0
2026-01-04 09:45:00+00:00,159.8544245769864,156.91017241487032,0
2026-01-04 10:00:00+00:00,158.94054447118322,151.98646164591173,0
2026-01-04 10:15:00+00:00,156.92269106591414,147.99857544500622,0
2026-01-04 10:30:00+00:00,148.24897733580187,138.9409108752435,0
2026-01-04 10:45:00+00:00,153.77641474665833,144.68093201917526,0
2026-01-04 11:00:00+00:00,158.00685945678654,145.03256243041685,0
2026-01-04 11:15:00+00:00,155.33250025296172,155.6026233553607,0
2026-01-04 11:30:00+00:00,148.05247802969512,143.82312698408006,0
2026-01-04 11:45:00+00:00,152.93427337165434,146.79432758189668,0
2026-01-04 12:00:00+00:00,151.26865468358886,146.39642967640953,0
2026-01-04 12:15:00+00:00,156.7600894313457,152.917335829827,0
2026-01-04 12:30:00+00:00,145.74563687520276,138.7746022347709,0
2026-01-04 12:45:00+00:00,155.16729511883088,153.1149287701045,0
2026-01-04 13:00:00+00:00,153.92836394026727,141.47989931452796,0
2026-01-04 13:15:00+00:00,144.59043267021968,143.74971850031233,0
2026-01-04 13:30:00+00:00,142.83087044344592,140.00151286004353,0
2026-01-04 13:45:00+00:00,148.50322144190773,139.875721932939,0
2026-01-04 14:00:00+00:00,138.9223238425596,132.00469934139375,0
2026-01-04 14:15:00+00:00,150.36545652267512,136.83794842599931,0
2026-01-04 14:30:00+00:00,144.6348942861791,131.0897862894346,0
2026-01-04 14:45:00+00:00,144.916275573119,135.6890195688276,0
2026-01-04 15:00:00+00:00,148.5516282655887,146.33772095379436,0
2026-01-04 15:15:00+00:00,139.87087072346915,129.42390683252523,0
2026-01-04 15:30:00+00:00,154.52740845314074,139.45730403239162,0
2026-01-04 15:45:00+00:00,146.08134484438224,134.13973424146474,0
2026-01-04 16:00:00+00:00,158.56313454119956,147.84128415774146,0
2026-01-04 16:15:00+00:00,146.13345102622424,138.22160456028772,0
2026-01-04 16:30:00+00:00,147.46297522116694,138.3101324915339,0
2026-01-04 16:45:00+00:00,147.0537205847793,146.57302465530339,0
2026-01-04 17:00:00+00:00,154.69310744657776,153.53727516699144,0
2026-01-04 17:15:00+00:00,153.79749347138673,157.87987412591565,0
2026-01-04 17:30:00+00:00,150.76083365296026,137.3096524994534,0
2026-01-04 17:45:00+00:00,154.6768495245582,143.79410441853747,0
2026-01-04 18:00:00+00:00,151.35265130020755,148.35439695293255,0
2026-01-04 18:15:00+00:00,154.49600003346583,146.16742902065644,0
2026-01-04 18:30:00+00:00,146.9081729671628,144.99074001924964,0
2026-01-04 18:45:00+00:00,156.2968388731654,149.87420547987617,0
2026-01-04 19:00:00+00:00,146.38900710861958,148.916379200484,0
2026-01-04 19:15:00+00:00,137.0606794261522,141.83190521334726,0
2026-01-04 19:30:00+00:00,147.9125659157325,144.8272071528678,0
2026-01-04 19:45:00+00:00,143.83735583948635,136.74782027470198,0
2026-01-04 20:00:00+00:00,146.4372306881304,141.72793693309524,0
2026-01-04 20:15:00+00:00,146.88698278795368,141.5988827105752,0
2026-01-04 20:30:00+00:00,144.46617214873547,131.85459259550214,0
2026-01-04 20:45:00+00:00,146.45824355625496,149.40147575100306,0
2026-01-04 21:00:00+00:00,143.64894295030814,143.16453104027227,0
2026-01-04 21:15:00+00:00,144.37711045063125,138.2380385527938,0
2026-01-04 21:30:00+00:00,143.1626219624606,143.3135851312906,0
2026-01-04 21:45:00+00:00,140.37909027861244,128.78508610324513,0
2026-01-04 22:00:00+00:00,43.41224328333116,38.753699123346365,0
2026-01-04 22:15:00+00:00,59.01555431600565,58.204977268897544,0
2026-01-04 22:30:00+00:00,35.98905226930782,33.338850962857194,0
2026-01-04 22:45:00+00:00,44.069801828320244,42.202345754886395,0
2026-01-04 23:00:00+00:00,33.69585950560546,32.67517219643934,0
2026-01-04 23:15:00+00:00,54.19553907619357,53.429786867036334,0
2026-01-04 23:30:00+00:00,34.22298917305994,34.29421204933882,0
2026-01-04 23:45:00+00:00,34.421321815961164,33.65172541046659,0
2026-01-05 00:00:00+00:00,57.27903352772045,55.615897677498566,0
2026-01-05 00:15:00+00:00,71.58295905522144,66.93454567932885,0
2026-01-05 00:30:00+00:00,53.33608592507578,52.754945426574814,0
2026-01-05 00:45:00+00:00,64.42607973673184,58.91223369460287,0
2026-01-05 01:00:00+00:00,63.489322990118055,65.80485233805044,0
2026-01-05 01:15:00+00:00,51.178823539662446,46.827281295772465,0
2026-01-05 01:30:00+00:00,51.0739789875189,48.51380697388511,0
2026-01-05 01:45:00+00:00,50.520675874658934,46.56825020763203,0
2026-01-05 02:00:00+00:00,53.34034912294696,49.94942389480704,0
2026-01-05 02:15:00+00:00,50.987852073772686,48.978522227365225,0
2026-01-05 02:30:00+00:00,53.23343483108186,50.21492199234226,0
2026-01-05 02:45:00+00:00,52.125535161516254,53.14066630772165,0
2026-01-05 03:00:00+00:00,53.921775053566506,52.60223318171004,0
2026-01-05 03:15:00+00:00,52.57137240592644,49.62393777740418,0
2026-01-05 03:30:00+00:00,54.89292144453334,51.71556841899513,0
